,ï»¿achieve_1,achieve_2,achieve_3,achieve_4,achieve_5,achieve_6,self_1,self_2,self_3,self_4,self_5,self_6,self_7,self_8,curio_1,curio_2,curio_3,curio_4,curio_5,curio_6,curio_7,curio_8,curio_9,curio_10,curio_11,info_1,info_2,info_3,info_4,info_5,info_6,inter_d_1,inter_d_2,inter_d_3,inter_d_4,inter_d_5,inter_d_6,inter_d_7,inter_d_8,deci_1,deci_2,deci_3,deci_4,deci_5
123,3,1,3,1,1,2,3,1,1,3,3,3,1,3,3,3,3,1,3,2,1,1,1,1,0,0,1,1,1,3,2,3,3,2,1,2,2,2,2,2,4,4,3,4
124,3,3,1,1,1,2,1,3,0,4,3,0,0,2,3,2,2,1,3,0,1,1,2,3,1,0,4,0,2,4,4,3,4,4,3,2,4,3,3,1,1,2,3,0
125,3,3,4,0,1,2,2,1,3,3,4,3,3,1,2,2,2,2,3,1,1,3,3,3,2,1,1,2,2,1,1,2,2,2,3,3,0,2,3,0,3,3,1,1
126,2,1,2,0,2,2,2,2,2,2,2,1,2,3,3,2,2,2,2,2,2,2,2,2,2,0,2,2,1,2,2,2,3,3,2,2,4,2,2,3,2,3,3,2
127,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,3,2,1,2,1,2,2
128,3,2,1,1,3,2,3,3,3,4,4,3,3,2,3,2,1,2,3,3,3,1,2,1,2,2,1,1,1,0,3,3,3,2,1,1,1,3,1,1,1,0,1,4
129,2,2,2,1,2,2,2,2,3,2,2,2,2,3,3,3,2,3,1,4,2,3,1,3,2,1,3,1,2,2,3,3,1,3,1,1,1,1,3,2,2,1,2,2
130,2,2,3,1,3,3,0,3,3,3,3,0,0,3,2,2,3,2,3,2,1,3,3,3,1,0,1,2,1,0,3,3,4,3,4,3,3,2,3,0,1,2,1,1
131,4,3,1,2,2,2,2,1,0,2,2,0,0,2,3,3,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,4,3,3,4,2
132,3,2,3,3,3,1,3,1,2,4,2,0,2,3,3,1,2,1,1,1,1,0,3,1,1,2,2,2,3,4,3,0,2,2,1,2,1,2,3,4,1,4,3,3
133,4,2,1,2,2,2,2,4,0,3,0,2,2,1,2,4,2,3,1,2,2,2,2,3,2,4,2,0,2,3,2,2,2,2,2,4,2,0,2,2,2,3,2,1
134,1,1,2,2,2,2,2,3,2,3,2,1,1,2,3,3,4,2,2,3,2,2,4,3,1,0,1,0,3,2,3,3,2,3,1,2,4,2,1,1,2,1,2,3
135,4,2,2,3,3,2,2,1,1,3,2,1,2,2,3,2,1,2,1,2,2,2,2,1,3,1,3,2,2,1,3,3,1,3,2,1,1,1,3,3,3,2,3,2
136,1,2,2,1,2,3,2,3,3,3,3,3,1,1,3,3,3,1,1,2,2,2,3,2,2,1,1,1,2,0,1,3,2,2,2,2,1,1,2,2,4,4,3,3
137,3,2,2,2,2,1,2,3,2,3,2,2,1,1,3,3,3,3,2,3,3,3,3,2,2,2,1,2,3,1,2,2,1,2,2,1,1,1,1,2,2,3,2,2
138,2,2,1,2,2,2,2,2,1,2,1,1,2,2,2,1,1,3,1,2,2,2,3,2,2,0,3,2,2,2,2,3,3,4,2,3,2,2,3,3,2,2,3,3
139,4,3,2,1,3,3,2,2,3,2,3,2,2,4,3,2,2,2,2,2,2,2,3,2,1,0,1,2,1,1,1,2,4,2,2,2,2,2,2,0,2,3,2,1
140,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,1,2
141,2,4,2,2,2,4,2,3,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
142,4,2,2,1,3,2,4,1,3,3,2,2,4,3,0,2,3,2,2,3,0,0,1,4,0,0,2,1,1,1,4,1,2,3,2,2,1,2,2,3,4,4,2,2
143,1,1,1,3,1,2,2,3,3,3,3,4,1,3,3,3,3,3,3,1,1,1,4,2,2,1,0,3,2,3,3,2,2,0,3,2,1,1,3,1,3,4,1,0
144,3,2,3,2,3,1,3,2,3,3,3,2,3,4,2,1,2,1,1,2,1,3,3,2,1,1,2,1,1,1,1,2,1,1,2,2,3,2,3,3,3,3,2,2
145,2,2,1,2,2,2,2,2,2,3,2,1,2,2,3,3,3,1,1,1,2,3,1,1,3,1,1,1,1,2,3,3,3,3,2,2,2,2,3,2,2,3,3,4
146,3,3,3,2,3,3,2,0,3,3,3,0,2,1,1,1,1,1,1,3,3,2,3,3,2,0,2,0,2,1,2,3,3,3,3,3,3,3,0,2,2,3,1,4
147,3,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,3,2,2,2,2,2,2,1
148,4,3,3,2,3,2,3,3,2,2,3,2,2,2,2,2,2,2,4,2,2,3,2,4,2,1,2,2,2,2,2,2,4,2,0,1,2,2,1,1,0,1,0,2
149,3,3,3,3,3,2,4,4,3,2,4,2,4,4,3,2,1,2,2,0,2,1,2,2,2,0,3,2,1,2,4,0,1,1,0,1,0,2,2,4,2,3,1,1
150,2,1,0,2,2,3,2,2,2,2,4,4,2,3,2,0,0,0,0,4,0,4,0,4,0,0,2,0,4,4,2,3,2,1,1,2,2,3,4,3,3,4,4,4
151,2,2,1,2,2,0,2,2,3,3,4,1,1,3,1,1,1,1,2,1,1,2,1,4,1,1,2,1,3,3,2,2,3,3,3,2,3,3,3,3,3,3,3,3
152,2,2,2,1,3,2,3,2,2,3,2,2,2,3,2,1,1,2,3,3,2,1,1,3,1,1,2,1,2,2,2,2,3,2,2,2,3,2,2,3,3,3,2,3
153,3,2,1,1,3,2,1,3,2,3,3,1,2,4,2,2,3,2,2,3,3,3,2,3,3,1,1,1,2,2,3,2,1,1,1,2,2,1,1,1,3,3,4,2
154,3,2,2,3,2,3,2,2,2,3,3,3,2,2,3,2,3,2,1,1,1,2,2,2,2,1,2,1,2,2,2,3,2,2,1,1,3,2,1,3,2,2,3,3
155,4,4,2,0,4,4,2,4,2,2,2,1,3,2,2,2,2,3,2,2,3,1,1,2,2,1,2,2,2,2,2,0,3,2,3,1,2,1,3,1,2,4,0,2
156,2,3,2,2,2,2,2,1,1,1,2,1,1,2,2,1,1,3,2,2,2,3,3,2,3,2,2,2,2,2,2,3,3,3,3,2,3,2,2,3,2,2,2,3
157,2,2,3,1,2,1,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2
158,4,2,2,2,2,2,1,1,2,2,3,2,3,3,3,2,2,2,0,4,1,4,2,0,1,0,1,1,2,0,3,3,2,2,2,2,4,2,2,3,2,3,3,4
159,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2
160,3,2,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,3,3,3,4,2,3,3,2,2,2,1,2,2,3
161,3,3,3,0,2,3,2,4,1,3,3,3,1,4,3,3,3,1,0,3,3,4,4,4,3,0,0,0,0,0,1,2,3,2,0,2,1,1,1,4,3,3,3,1
162,4,3,1,0,4,4,3,3,2,4,4,4,1,3,3,1,4,2,1,4,2,0,2,4,1,0,0,1,1,1,0,2,2,1,2,2,1,2,1,4,1,3,3,2
163,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
164,2,2,2,2,2,2,2,3,3,2,2,3,2,2,2,2,2,2,2,2,4,2,2,2,2,3,2,2,2,2,2,2,1,1,2,2,4,2,4,2,0,1,2,2
165,1,2,2,2,2,2,2,2,2,4,4,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
166,3,3,3,1,1,2,2,0,1,4,3,0,1,2,2,2,2,1,3,3,2,3,3,3,2,1,1,1,2,2,2,3,3,3,3,2,3,2,1,2,2,3,3,3
167,2,1,1,2,1,2,2,1,1,1,2,1,1,3,2,2,2,3,1,3,2,3,3,1,3,1,2,2,3,2,3,3,3,3,3,2,2,1,2,3,2,4,3,4
168,3,1,4,3,3,2,3,2,2,2,3,1,1,1,3,1,2,3,2,2,3,3,3,3,1,0,1,1,2,1,3,4,3,4,2,0,1,2,3,1,1,3,2,3
169,2,3,4,4,2,2,3,3,2,3,4,4,1,1,1,1,1,0,2,1,2,2,1,3,2,1,1,1,3,2,3,4,4,1,2,1,3,3,1,1,2,3,0,4
170,2,1,2,1,3,2,2,3,2,2,2,2,3,3,3,2,3,2,3,2,2,3,3,3,2,2,1,1,2,1,2,3,1,2,0,1,3,2,1,3,3,2,3,3
171,1,3,3,1,2,2,3,1,2,3,3,1,2,3,2,2,2,1,1,2,1,1,3,1,2,2,2,2,2,1,3,3,2,2,3,3,3,3,3,2,1,3,3,3
172,2,2,2,2,2,3,2,3,1,2,2,2,2,2,3,2,2,2,2,3,3,2,3,2,3,1,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3
173,2,3,4,2,2,2,2,2,2,1,2,2,2,2,3,2,1,3,2,3,4,2,4,2,4,4,2,2,1,2,1,1,2,2,2,2,1,2,3,2,2,0,2,2
174,4,3,1,0,2,3,2,2,2,2,2,1,2,3,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,1,3,3,2,2,2,2,1,2,4,2,3,4,3
175,2,2,2,1,2,3,1,1,2,3,2,1,1,3,3,2,3,2,3,3,2,2,1,2,3,2,1,1,2,2,2,3,3,2,3,2,2,2,2,2,3,3,3,3
176,3,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,3,3,1,2,2,2,4,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
177,2,2,1,2,2,3,2,1,1,2,2,1,2,3,3,2,1,2,1,2,2,2,3,2,1,1,2,1,1,2,2,4,4,3,3,2,4,3,3,2,3,3,3,2
178,1,1,2,2,2,2,2,1,3,3,2,4,2,4,2,2,2,2,3,3,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
179,2,2,1,2,2,2,3,3,3,3,3,4,3,3,2,2,2,1,1,3,1,3,1,2,1,1,1,2,2,1,1,3,2,2,2,2,2,2,2,3,3,4,3,2
180,1,2,2,2,2,2,3,2,2,4,2,2,2,3,2,1,2,2,3,3,1,2,1,2,1,1,1,1,3,1,2,3,2,3,3,2,3,3,3,2,3,3,2,3
181,2,2,3,3,1,3,2,3,1,1,3,2,1,3,3,2,2,1,1,3,2,2,3,1,3,1,1,1,2,1,3,2,2,3,2,3,3,2,1,3,3,3,3,3
182,4,4,4,1,3,3,3,3,4,4,3,3,4,4,1,1,1,1,0,3,1,1,2,1,1,1,4,2,2,0,4,1,1,3,0,2,0,2,3,4,3,1,2,0
183,2,1,3,3,2,2,2,1,3,2,2,2,2,2,3,3,2,2,2,3,2,3,2,2,2,2,1,2,2,1,3,3,3,3,2,2,3,2,2,2,1,2,2,2
184,4,3,2,1,2,2,4,4,0,3,2,0,2,2,2,4,0,2,4,2,3,2,4,2,2,1,3,3,1,0,2,4,2,4,3,2,4,2,1,2,2,0,2,0
185,3,2,2,2,3,2,3,2,3,3,4,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
186,1,2,4,2,3,3,1,4,2,1,2,4,2,2,1,1,1,1,2,0,2,3,0,4,3,1,2,2,1,2,4,1,1,2,3,1,3,1,1,4,4,4,4,4
187,2,2,4,0,3,2,3,2,3,3,3,2,3,3,3,2,3,3,2,2,2,2,2,2,1,0,0,0,2,2,2,4,4,2,0,3,4,3,2,4,0,0,3,2
188,2,1,1,2,1,2,2,4,3,4,4,1,1,1,3,4,4,2,3,2,1,1,3,1,1,0,1,3,2,1,0,3,4,3,4,3,3,3,2,1,1,2,3,3
189,1,2,0,1,2,2,2,2,2,3,3,2,2,3,3,3,2,2,3,2,3,2,2,2,3,2,2,2,1,2,3,2,2,2,2,2,3,2,2,3,2,3,2,3
190,3,2,3,1,3,1,1,1,2,3,3,2,3,1,3,3,2,2,1,3,2,3,3,1,1,1,1,1,1,2,1,3,4,3,3,3,3,2,3,3,2,1,3,3
191,4,3,3,1,3,2,3,1,2,3,3,1,3,2,1,2,1,1,2,2,1,2,1,2,2,1,1,2,2,2,2,3,3,3,3,3,3,2,2,2,2,3,3,3
192,3,2,2,3,4,3,2,4,2,2,4,2,3,3,2,1,3,2,1,3,2,1,3,2,2,2,2,2,2,2,2,2,2,0,2,3,3,3,2,2,0,0,2,2
193,3,3,3,3,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,3,2,1,2,1,3,2
194,3,2,1,2,3,2,1,3,3,3,3,4,2,4,4,3,3,2,3,3,2,3,4,1,2,1,1,1,1,0,1,3,3,2,2,2,1,1,3,1,2,2,2,2
195,2,2,2,3,3,2,2,2,2,2,4,3,1,1,3,2,3,1,3,3,3,2,4,2,2,0,1,0,1,1,0,3,3,2,3,2,3,1,1,4,3,4,3,3
196,2,2,2,2,2,2,2,2,2,4,2,0,2,4,2,2,2,2,2,3,2,3,2,3,3,3,2,2,2,3,1,4,2,3,2,2,1,2,1,2,2,3,2,2
197,2,3,2,2,3,3,1,4,2,2,4,3,3,3,2,2,2,2,1,2,2,2,2,1,2,2,1,2,3,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2
198,3,3,3,1,3,2,2,2,3,3,3,2,2,3,1,1,1,2,4,2,1,2,2,4,2,1,2,2,2,1,1,3,3,3,2,2,1,1,2,3,3,3,2,3
199,4,2,3,1,2,2,1,2,1,1,3,1,1,1,3,2,3,1,1,2,1,1,1,2,1,1,2,3,2,1,2,4,4,3,4,2,4,4,3,2,3,4,2,4
200,3,2,2,2,2,3,2,2,2,2,3,2,3,3,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,1,2,2,2
201,2,2,3,2,2,3,3,3,2,3,3,3,3,3,2,2,3,2,1,3,2,2,3,3,2,2,2,3,1,2,1,3,2,2,2,1,2,2,2,1,2,2,1,2
202,2,2,2,2,2,3,2,4,2,3,2,3,2,3,3,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,1,2,2,2
203,4,4,4,3,3,2,1,4,4,0,4,2,1,4,3,1,2,2,2,3,1,1,1,2,1,1,1,1,4,3,4,1,1,1,2,1,1,3,2,2,3,4,1,3
204,3,3,4,4,2,3,2,1,2,3,3,2,2,2,3,1,2,2,3,2,2,2,2,3,3,2,2,2,3,0,2,2,2,4,3,3,0,3,2,2,1,1,1,2
205,2,2,2,2,2,2,0,0,1,2,2,2,1,0,2,2,2,2,3,3,3,3,2,3,2,2,1,2,3,3,2,4,4,3,2,2,3,4,2,4,1,1,4,4
206,2,3,1,3,3,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,3,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,1,2,3,3
207,3,2,1,1,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,3,2,3,3,3,3,2,2,2,2,2,2,3,3,3,3,1,1,1,1,3,3,3,3,2
208,3,3,1,1,3,2,2,1,3,3,3,1,2,3,3,3,3,3,3,3,3,2,2,3,2,2,2,1,2,1,3,2,2,2,2,1,1,3,1,3,2,2,3,2
209,2,1,2,3,3,2,2,3,2,3,2,2,2,3,2,2,3,2,3,2,2,2,3,2,3,1,1,3,2,3,1,3,3,2,2,2,1,2,3,2,2,3,2,2
210,4,1,1,3,3,3,3,3,1,4,1,1,3,4,3,3,3,3,1,3,1,3,1,1,3,3,3,1,4,3,1,3,1,1,1,1,1,1,1,1,3,3,3,3
211,2,3,2,2,2,2,3,1,2,2,2,2,3,3,1,1,3,1,2,2,2,3,1,3,2,2,2,1,3,2,3,3,3,3,2,2,1,3,1,3,3,3,3,3
212,2,3,3,2,3,2,3,1,2,3,3,1,1,3,2,3,2,2,3,2,4,2,1,2,3,1,1,1,2,1,1,3,3,3,2,2,2,2,3,3,3,2,2,3
213,2,2,2,2,3,3,3,2,3,3,3,4,2,3,3,2,3,2,2,2,2,3,3,2,2,2,2,1,2,3,2,2,2,1,2,2,1,2,2,1,2,3,1,2
214,3,2,3,2,2,2,3,2,2,3,2,2,2,4,2,2,2,2,1,2,2,2,3,2,2,2,2,1,2,2,3,3,3,2,3,2,3,2,2,2,0,3,2,3
215,2,3,2,1,3,2,2,3,2,3,3,1,2,3,2,2,3,2,2,3,2,2,3,1,2,1,1,2,1,1,2,4,4,4,3,3,2,3,3,2,1,2,1,2
216,2,2,2,0,2,1,2,3,2,2,3,2,2,4,2,2,2,2,3,2,2,2,3,3,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,3,3,4,2,2
217,4,2,2,2,2,2,3,3,2,3,4,1,2,3,2,2,3,3,3,2,2,3,3,2,3,1,2,1,2,1,2,3,2,2,2,1,3,1,2,2,2,2,2,2
218,2,1,2,2,2,2,2,4,2,4,3,3,2,2,3,3,3,2,3,2,2,2,3,3,1,2,2,3,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,1
219,3,2,3,1,2,0,1,2,2,4,3,2,2,3,3,3,3,3,3,1,2,2,2,1,2,2,3,2,2,2,3,4,3,3,2,2,1,3,2,2,2,2,2,2
220,4,4,4,3,3,3,2,4,2,0,0,0,2,3,2,2,1,1,2,2,3,3,1,4,1,2,0,0,2,3,1,3,3,4,0,4,1,2,4,2,4,4,3,1
221,3,3,4,3,2,3,3,4,2,4,4,1,2,4,2,2,2,2,3,2,2,2,0,2,2,0,0,1,2,2,1,3,2,3,1,2,1,2,2,2,3,4,2,3
222,4,2,2,0,3,4,2,2,3,1,4,2,3,4,2,2,2,1,2,2,2,2,2,3,1,1,2,1,2,2,3,2,1,4,2,2,2,2,2,0,2,4,4,4
223,2,2,4,3,3,3,3,3,4,4,4,2,3,3,4,4,4,0,1,3,3,2,3,0,2,2,1,0,2,1,0,2,0,2,0,3,0,2,2,3,2,3,2,3
224,3,2,2,0,2,1,3,3,2,3,3,2,2,3,2,2,3,3,3,2,3,2,1,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,3,3
225,2,2,3,3,3,2,4,3,3,3,3,2,1,2,3,2,2,2,2,3,2,3,1,1,1,1,1,1,1,1,3,3,3,2,1,2,2,3,3,3,3,3,2,3
226,3,1,2,2,3,2,2,2,3,2,3,2,3,3,2,2,2,2,3,2,2,2,3,3,2,2,3,2,2,2,3,1,2,2,2,1,2,2,2,3,3,2,2,3
227,3,2,3,3,2,3,2,3,2,3,3,2,3,2,3,1,2,2,1,3,1,3,4,1,1,1,1,1,2,1,2,3,2,2,3,2,1,2,1,4,4,3,4,2
228,3,2,2,2,2,2,2,2,2,2,3,2,1,3,2,2,2,2,2,3,2,2,3,2,2,2,2,1,3,2,3,3,2,3,2,2,2,3,2,2,2,3,3,3
229,2,2,2,2,3,2,2,2,2,2,3,2,2,2,4,4,4,2,2,2,0,4,4,1,2,0,3,2,2,1,4,2,2,2,2,2,2,2,2,2,4,2,2,2
230,2,2,3,2,2,1,3,2,3,4,3,2,2,3,2,2,2,2,2,3,1,3,3,1,2,1,1,2,1,2,4,2,1,2,3,2,1,3,2,3,3,3,3,3
231,2,2,1,1,2,3,2,2,2,4,3,3,3,2,2,2,2,2,3,2,1,3,2,3,2,1,1,2,2,2,4,2,2,2,2,2,3,1,2,3,3,3,3,3
232,2,4,2,2,3,4,2,1,2,3,4,0,2,3,3,2,3,2,2,2,2,2,3,1,2,2,2,2,2,1,2,2,3,2,3,2,2,2,1,3,3,2,3,2
233,2,4,3,3,4,3,4,0,4,4,2,4,4,4,0,2,1,0,0,3,4,2,2,1,2,3,0,3,3,2,0,3,0,0,4,0,1,2,4,3,1,3,2,4
234,3,2,2,2,3,2,3,3,3,3,3,3,3,3,4,4,4,2,1,2,3,1,1,1,3,1,2,1,1,2,3,2,1,2,2,1,2,2,1,3,2,3,2,3
235,4,2,1,1,2,2,3,4,4,2,2,3,2,3,4,2,2,2,2,2,1,4,2,2,4,1,2,1,3,1,1,1,1,1,1,3,1,2,1,3,3,4,4,4
236,2,2,3,1,2,1,3,4,2,3,4,3,1,4,3,2,3,2,3,2,2,2,2,2,1,0,2,1,2,1,4,3,2,2,2,3,2,3,3,2,1,2,2,4
237,3,3,2,4,3,2,2,2,2,0,4,0,3,3,2,3,3,3,3,2,2,2,3,1,2,0,2,2,3,2,3,3,2,2,3,2,2,2,2,1,3,3,2,2
238,1,3,1,2,3,3,3,4,3,3,3,1,1,3,3,1,1,1,2,3,3,1,1,2,3,1,1,3,1,1,3,3,3,3,3,3,3,3,1,3,3,3,3,1
239,1,1,3,4,3,3,1,4,3,3,3,3,3,4,3,3,3,1,1,3,3,3,1,3,1,1,3,0,1,1,3,1,1,3,1,3,1,1,1,3,3,3,3,3
240,3,2,2,1,3,2,4,3,3,3,3,2,3,3,2,2,2,2,3,3,2,3,2,2,2,1,2,3,2,0,2,3,1,1,2,1,3,1,1,3,3,3,3,3
241,2,2,3,2,3,3,3,2,3,2,2,2,2,3,3,3,3,3,2,3,2,1,2,3,2,2,2,2,2,2,2,2,2,1,2,2,1,2,3,2,2,3,2,3
242,4,2,4,4,3,2,3,2,3,1,4,0,3,1,1,1,1,1,0,1,1,3,1,2,1,1,4,2,4,1,4,3,3,3,3,4,1,3,4,3,0,3,1,4
243,2,2,3,3,3,2,2,1,3,2,3,2,3,3,4,3,4,2,3,2,2,3,0,1,1,2,0,1,2,1,1,4,4,4,2,3,1,2,3,1,2,4,2,2
244,2,1,1,4,3,3,2,4,4,3,3,2,3,4,4,3,3,2,3,2,2,1,2,2,0,1,3,1,2,0,2,3,2,3,3,1,0,1,4,4,1,0,3,3
245,2,2,2,1,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,3,2,2,2,2,3,2,3,2,2,2,3,2,2,2,2,2,4,3,2,3,2,2,4,1
246,4,1,3,3,3,2,3,2,2,2,3,1,1,3,3,3,3,3,2,1,2,2,1,3,2,3,1,1,1,1,3,2,3,2,3,2,1,3,1,3,3,3,3,3
247,2,3,2,1,3,2,2,3,1,2,3,2,2,3,2,3,2,3,3,2,2,3,3,2,3,1,1,2,3,3,1,1,3,3,1,2,3,1,3,3,3,2,3,2
